gameid,team_blue,team_red,league,patch,pick_blue_1,pick_blue_2,pick_blue_3,pick_blue_4,pick_blue_5,pick_red_1,pick_red_2,pick_red_3,pick_red_4,pick_red_5,ban_blue_1,ban_blue_2,ban_blue_3,ban_blue_4,ban_blue_5,ban_red_1,ban_red_2,ban_red_3,ban_red_4,ban_red_5,result
LOLTMNT03_31018,Ground Zero Gaming,Kanga Esports,LCO,14.01,Vladimir,Xin Zhao,Azir,Kalista,Ashe,Jax,Kha'Zix,Syndra,Varus,Karma,Brand,Lillia,Nocturne,Jarvan IV,Renekton,Rumble,Lucian,Poppy,Kennen,Volibear,0
LOLTMNT02_19707,Hanwha Life Esports Challengers,Dplus KIA Challengers,LCKC,14.01,K'Sante,Poppy,Azir,Jhin,Alistar,Gwen,Lee Sin,Akali,Varus,Rakan,Nocturne,LeBlanc,Ashe,Nautilus,Renata Glasc,Rumble,Kalista,Lucian,Gnar,Karma,0
LOLTMNT02_19725,Dplus KIA Challengers,Hanwha Life Esports Challengers,LCKC,14.01,Rumble,Poppy,Azir,Xayah,Rakan,K'Sante,Sejuani,Akali,Varus,Blitzcrank,Nocturne,Lee Sin,Yone,Vi,Viego,Ashe,Lucian,Kalista,Jhin,Ezreal,0
LOLTMNT02_19742,Hanwha Life Esports Challengers,Dplus KIA Challengers,LCKC,14.01,K'Sante,Jax,Azir,Varus,Nautilus,Rumble,Xin Zhao,Corki,Lucian,Milio,Nocturne,LeBlanc,Ashe,Rell,Vi,Kalista,Poppy,Lee Sin,Sejuani,Viego,0
LOLTMNT02_19822,DN Freecs Challengers,T1 Esports Academy,LCKC,14.01,Rumble,Poppy,Azir,Draven,Renata Glasc,K'Sante,Viego,Orianna,Caitlyn,Senna,Nocturne,LeBlanc,Vi,Lee Sin,Wukong,Kalista,Varus,Ashe,Rakan,Lucian,1
LOLTMNT02_20920,DN Freecs Challengers,T1 Esports Academy,LCKC,14.01,Rumble,Poppy,Azir,Ezreal,Karma,K'Sante,Viego,Neeko,Xayah,Rakan,Nocturne,LeBlanc,Senna,Aphelios,Nautilus,Kalista,Varus,Ashe,Draven,Lucian,0
LOLTMNT02_19905,T1 Esports Academy,DN Freecs Challengers,LCKC,14.01,K'Sante,Nocturne,Neeko,Kai'Sa,Rell,Udyr,Lee Sin,Orianna,Aphelios,Renata Glasc,LeBlanc,Poppy,Draven,Ezreal,Xayah,Ashe,Rumble,Kalista,Varus,Lucian,1
LOLTMNT04_19084,GRP Esports,Forsaken,UL,14.01,Rumble,Vi,Orianna,Lucian,Nami,K'Sante,Maokai,Azir,Aphelios,Lulu,Akali,Jax,Ashe,Nautilus,Milio,Nocturne,Xin Zhao,Varus,Jayce,Tristana,1
LOLTMNT01_32044,devils.one,Team ESCA Gaming,UL,14.01,Renekton,Xin Zhao,Karma,Varus,Rakan,Ornn,Sejuani,Orianna,Aphelios,Renata Glasc,Azir,Aatrox,Lillia,Bard,Blitzcrank,Hwei,Lee Sin,Draven,Graves,Viego,0
LOLTMNT01_31121,Orbit Anonymo Esports,Iron Wolves,UL,14.01,Aatrox,Nocturne,Ziggs,Aphelios,Milio,Ornn,Viego,Neeko,Varus,Renata Glasc,K'Sante,Ashe,Jhin,Xin Zhao,Jax,Kalista,Rumble,Lucian,Rell,Blitzcrank,0
LOLTMNT01_31134,Zero Tenacity,Back2TheGame,UL,14.01,Rumble,Xin Zhao,Neeko,Jinx,Milio,Sion,Maokai,Azir,Varus,Senna,Ashe,Karma,Caitlyn,Braum,Jarvan IV,Lucian,Nocturne,Kalista,Aphelios,Jhin,0
LOLTMNT03_32083,Movistar R7,Estral Esports,LLA,14.01,Jax,Nocturne,Akali,Zeri,Lulu,Renekton,Xin Zhao,Gragas,Lucian,Nami,Ashe,Renata Glasc,Neeko,K'Sante,Orianna,Rumble,LeBlanc,Kalista,Draven,Caitlyn,1
LOLTMNT03_31152,Movistar R7,Estral Esports,LLA,14.01,Jax,Rell,Azir,Lucian,Milio,K'Sante,Vi,Neeko,Varus,Senna,Ashe,Renata Glasc,Nocturne,Caitlyn,Heimerdinger,Rumble,LeBlanc,Kalista,Orianna,Akali,1
LOLTMNT03_31162,inf,Isurus,LLA,14.01,Renekton,Vi,Azir,Kalista,Renata Glasc,Aatrox,Xin Zhao,Ahri,Draven,Milio,Lucian,Akali,Rell,Sylas,Neeko,Rumble,Ashe,LeBlanc,Nocturne,Sejuani,1
LOLTMNT03_32104,Isurus,inf,LLA,14.01,Aatrox,Sejuani,Sylas,Jhin,Ashe,Jayce,Rell,Orianna,Varus,Heimerdinger,LeBlanc,Nocturne,Kalista,Gnar,Xin Zhao,Rumble,Lucian,Akali,Renekton,K'Sante,0
LOLTMNT02_22165,DRX,Nongshim RedForce,LCK,14.01,Udyr,Poppy,Orianna,Lucian,Nami,Gnar,Jax,Azir,Aphelios,Milio,K'Sante,Kalista,LeBlanc,Skarner,Sejuani,Ashe,Varus,Vi,Nocturne,Lee Sin,1
LOLTMNT02_21206,DRX,Nongshim RedForce,LCK,14.01,Jax,Xin Zhao,Akali,Lucian,Nami,Udyr,Vi,Taliyah,Aphelios,Milio,K'Sante,Azir,LeBlanc,Twisted Fate,Ahri,Ashe,Kalista,Orianna,Nocturne,Lee Sin,1
LOLTMNT02_22225,Gen.G,T1,LCK,14.01,K'Sante,Rell,Corki,Aphelios,Lulu,Gwen,Jarvan IV,Neeko,Lucian,Milio,Ashe,Renata Glasc,Orianna,Nocturne,Lee Sin,Udyr,Rumble,Vi,Sejuani,Poppy,1
LOLTMNT02_21273,T1,Gen.G,LCK,14.01,Udyr,Lee Sin,Azir,Nilah,Senna,K'Sante,Maokai,Tristana,Varus,Rakan,Vi,Corki,Lucian,Brand,Taliyah,Ashe,Renata Glasc,Orianna,Milio,Bard,1
LOLTMNT02_21295,T1,Gen.G,LCK,14.01,Kennen,Bel'Veth,Azir,Jhin,Bard,Udyr,Maokai,Yone,Varus,Rakan,Vi,Corki,Lucian,Sejuani,Nocturne,Ashe,Renata Glasc,Orianna,Lee Sin,Poppy,1
LOLTMNT02_21435,NNO Prime,SK Gaming Prime,PRM,14.01,Gragas,Vi,Azir,Varus,Caitlyn,Jax,Jarvan IV,Corki,Lucian,Milio,Nocturne,Ashe,Xin Zhao,Akali,Sejuani,Rumble,Lee Sin,Kalista,Nautilus,Malphite,1
LOLTMNT02_22425,Barça eSports,Case Esports,LVP SL,14.01,K'Sante,Vi,Orianna,Varus,Alistar,Malphite,Xin Zhao,Neeko,Kalista,Blitzcrank,Gwen,Jax,Nocturne,Renata Glasc,Rell,Rumble,Lucian,Azir,Heimerdinger,Poppy,1
LOLTMNT04_19106,BK ROG Esports,Karmine Corp Blue,LFL,14.01,Gnar,Poppy,Azir,Caitlyn,Neeko,Malphite,Xin Zhao,Akali,Varus,Pyke,Ashe,Lucian,Kalista,Blitzcrank,Nautilus,Nocturne,Rumble,Aatrox,Jax,K'Sante,1
LOLTMNT01_32292,GRP Esports,Team ESCA Gaming,UL,14.01,K'Sante,Jarvan IV,Hwei,Ashe,Heimerdinger,Jax,Maokai,Tristana,Varus,Xerath,Aatrox,Azir,Nocturne,Jayce,Akali,,Rumble,Orianna,Rell,Sejuani,1
LOLTMNT04_19119,Aegis,Team GO,LFL,14.01,Rumble,Lee Sin,Syndra,Aphelios,Renata Glasc,Udyr,Maokai,Jayce,Lucian,Milio,Kalista,K'Sante,Ashe,Xin Zhao,LeBlanc,Varus,Azir,Nocturne,Vi,Akali,1
LOLTMNT02_21487,Ramboot Club,Rebels Gaming,LVP SL,14.01,Renekton,Bel'Veth,Neeko,Ziggs,Nautilus,Aatrox,Rell,Orianna,Varus,Braum,Jax,Kalista,Ashe,Vi,Xin Zhao,Rumble,Seraphine,Nocturne,Sivir,Rakan,0
LOLTMNT05_12117,Eintracht Frankfurt,Austrian Force willhaben,PRM,14.01,K'Sante,Xin Zhao,Orianna,Jhin,Bard,Aatrox,Jax,Neeko,Varus,Rell,Akali,Nocturne,Gwen,Ashe,Jarvan IV,Rumble,Azir,Kalista,Nautilus,Vi,0
LOLTMNT01_31354,Orbit Anonymo Esports,Zero Tenacity,UL,14.01,Aatrox,Xin Zhao,Karma,Xayah,Rakan,Yone,Vi,Azir,Varus,Renata Glasc,Neeko,Rumble,Ashe,Nautilus,Jax,Kalista,Nocturne,Corki,Ziggs,Ezreal,0
LOLTMNT02_21514,UCAM Esports,Guasones,LVP SL,14.01,Kennen,Nocturne,LeBlanc,Kalista,Renata Glasc,K'Sante,Rell,Azir,Draven,Senna,Lucian,Ashe,Neeko,Malphite,Jax,Rumble,Varus,Orianna,Bel'Veth,Lee Sin,0
LOLTMNT04_18202,Vitality.Bee,Team BDS Academy,LFL,14.01,K'Sante,Jax,LeBlanc,Varus,Blitzcrank,Rumble,Xin Zhao,Karma,Jhin,Heimerdinger,Kalista,Tristana,Ashe,Azir,Senna,Nilah,Lucian,Nocturne,Corki,Rell,0
LOLTMNT05_11139,Unicorns of Love Sexy Edition,Eintracht Spandau,PRM,14.01,Aatrox,Xin Zhao,Akali,Aphelios,Rakan,K'Sante,Sejuani,Azir,Varus,Blitzcrank,Nocturne,Vi,Ashe,Poppy,Renata Glasc,Rumble,Neeko,Kalista,Fiora,Gwen,1
LOLTMNT04_18208,devils.one,Back2TheGame,UL,14.01,Fiora,Graves,Hwei,Varus,Renata Glasc,Jax,Jarvan IV,Neeko,Ashe,Milio,Azir,Maokai,Rumble,Nocturne,Rell,Renekton,Seraphine,Karma,Lee Sin,Xin Zhao,0
LOLTMNT02_22535,Los Heretics,GIANTX Pride,LVP SL,14.01,K'Sante,Rell,Akali,Draven,Neeko,Shen,Xin Zhao,Orianna,Kalista,Renata Glasc,Ashe,Nocturne,Poppy,Sion,Malphite,Rumble,Azir,Varus,Gwen,Blitzcrank,0
LOLTMNT04_19139,Solary,Gentle Mates,LFL,14.01,Ornn,Xin Zhao,Azir,Ashe,Nautilus,Sion,Trundle,Kog'Maw,Varus,Rakan,Nocturne,Aphelios,Lucian,Renata Glasc,Braum,Akali,Kalista,Rumble,Gwen,Jax,1
LOLTMNT05_11152,MOUZ NXT,E WIE EINFACH E-SPORTS,PRM,14.01,Gwen,Xin Zhao,Swain,Jhin,Rakan,K'Sante,Lee Sin,Neeko,Xayah,Nautilus,Kalista,Rumble,Lucian,Ashe,Aphelios,Varus,Nocturne,Cassiopeia,Aatrox,Jax,1
LOLTMNT04_19142,Forsaken,Iron Wolves,UL,14.01,K'Sante,Vi,Neeko,Varus,Rakan,Aatrox,Lee Sin,Aurelion Sol,Aphelios,Nautilus,Xin Zhao,Nocturne,LeBlanc,Xayah,Jhin,Rumble,Ashe,Azir,Milio,Jarvan IV,1
LOLTMNT02_21552,ZETA,Movistar KOI,LVP SL,14.01,Kennen,Nocturne,Azir,Jhin,Blitzcrank,Jax,Xin Zhao,Orianna,Varus,Rell,Ashe,LeBlanc,Lucian,K'Sante,Malphite,Seraphine,Senna,Rumble,Gwen,Jayce,1
LOLTMNT04_18219,Team du Sud,GameWard,LFL,14.01,K'Sante,Xin Zhao,Corki,Kalista,Nautilus,Malphite,Jax,Akali,Varus,Rell,Lucian,Neeko,Ashe,Poppy,Nocturne,Rumble,Renata Glasc,Orianna,LeBlanc,Azir,1
LOLTMNT05_12149,Berlin International Gaming,FC Schalke 04 Esports,PRM,14.01,K'Sante,Lee Sin,Corki,Varus,Lulu,Gwen,Sejuani,Azir,Aphelios,Milio,Ashe,Nocturne,Kalista,Vi,Trundle,Rell,Nautilus,Rumble,Xin Zhao,Jarvan IV,1
LOLTMNT03_32323,Isurus,Leviatan,LLA,14.01,Gnar,Xin Zhao,Akali,Aphelios,Rakan,Aatrox,Poppy,Neeko,Varus,Rell,LeBlanc,Nocturne,Kalista,Jax,Jayce,Rumble,Ashe,Lucian,Renata Glasc,K'Sante,0
LOLTMNT03_31400,Isurus,Leviatan,LLA,14.01,Renekton,Xin Zhao,Neeko,Draven,Senna,Gnar,Nocturne,Orianna,Lucian,Milio,LeBlanc,Poppy,Kalista,Azir,Jax,Rumble,Ashe,Akali,Renata Glasc,Nautilus,0
LOLTMNT03_32335,Six Karma,Movistar R7,LLA,14.01,K'Sante,Rell,Neeko,Kalista,Renata Glasc,Aatrox,Xin Zhao,Orianna,Caitlyn,Varus,Draven,Jax,Ashe,Jayce,Akali,Rumble,LeBlanc,Lucian,Vi,Jarvan IV,1
LOLTMNT03_32337,Movistar R7,Six Karma,LLA,14.01,Gnar,Nocturne,Neeko,Kalista,Rakan,K'Sante,Poppy,Orianna,Aphelios,Tahm Kench,Renata Glasc,Ashe,Xin Zhao,Alistar,Milio,Draven,Rumble,LeBlanc,Nautilus,Rell,0
LOLTMNT02_21624,OKSavingsBank BRION Challengers,BNK FEARX Youth,LCKC,14.01,Gwen,Vi,Tristana,Lucian,Nami,K'Sante,Brand,LeBlanc,Aphelios,Milio,Nocturne,Renata Glasc,Lee Sin,Poppy,Xin Zhao,Rumble,Azir,Ashe,Ahri,Udyr,0
LOLTMNT02_22621,Nongshim Esports Academy,KT Rolster Challengers,LCKC,14.01,K'Sante,Vi,Akali,Zeri,Yuumi,Gnar,Lee Sin,Twisted Fate,Varus,Renata Glasc,Kalista,Rumble,LeBlanc,Neeko,Gwen,Ashe,Azir,Nocturne,Lucian,Xayah,1
LOLTMNT02_21623,Gen.G Global Academy,DRX Challengers,LCKC,14.01,Udyr,Maokai,Tristana,Zeri,Rakan,K'Sante,Sejuani,Azir,Xayah,Senna,Nocturne,Renata Glasc,Rumble,Ezreal,Caitlyn,Poppy,Lucian,Ashe,Kalista,Varus,1
LOLTMNT02_22632,BNK FEARX Youth,OKSavingsBank BRION Challengers,LCKC,14.01,K'Sante,Viego,Azir,Xayah,Renata Glasc,Gnar,Nocturne,Orianna,Kai'Sa,Rell,Rumble,Varus,Ashe,Ezreal,Caitlyn,Lee Sin,Kalista,Lucian,Rakan,Xin Zhao,1
LOLTMNT02_22633,Gen.G Global Academy,DRX Challengers,LCKC,14.01,K'Sante,Vi,Cassiopeia,Varus,Ashe,Udyr,Lee Sin,Tristana,Ziggs,Leona,Nocturne,Renata Glasc,Rumble,Pyke,Caitlyn,Poppy,Kalista,Azir,Orianna,Xin Zhao,0
LOLTMNT02_21639,Nongshim Esports Academy,KT Rolster Challengers,LCKC,14.01,Aatrox,Xin Zhao,Akali,Kai'Sa,Rell,Gwen,Lee Sin,Neeko,Varus,Renata Glasc,Kalista,Rumble,Ashe,Twisted Fate,LeBlanc,Azir,Nocturne,Lucian,Jax,K'Sante,0
LOLTMNT02_22648,KT Rolster Challengers,Nongshim Esports Academy,LCKC,14.01,K'Sante,Lee Sin,Akali,Varus,Bard,Gnar,Poppy,Taliyah,Kai'Sa,Rell,Azir,Nocturne,Lucian,Orianna,Gwen,Kalista,Ashe,Rumble,Renata Glasc,Braum,1
LOLTMNT02_21656,DRX Challengers,Gen.G Global Academy,LCKC,14.01,K'Sante,Sejuani,Azir,Xayah,Pyke,Udyr,Poppy,Yone,Aphelios,Rell,Nocturne,Kalista,Lucian,Rakan,Renata Glasc,Ashe,Varus,Rumble,Ezreal,Caitlyn,0
LOLTMNT02_21688,OKSavingsBank BRION,Dplus KIA,LCK,14.01,Jax,Lee Sin,Azir,Kalista,Renata Glasc,Gragas,Vi,Neeko,Xayah,Rakan,Ashe,Rumble,LeBlanc,Taliyah,Akali,Orianna,Corki,Milio,Poppy,Sejuani,1
LOLTMNT02_21701,OKSavingsBank BRION,Dplus KIA,LCK,14.01,Jax,Sejuani,Azir,Ezreal,Bard,Poppy,Vi,Sylas,Xayah,Rakan,Ashe,Rumble,LeBlanc,Akali,Neeko,Orianna,Corki,Milio,Renata Glasc,Lulu,1
LOLTMNT02_22739,KT Rolster,BNK FEARX,LCK,14.01,Udyr,Lee Sin,Orianna,Ezreal,Hwei,Rumble,Xin Zhao,Azir,Varus,Renata Glasc,Akali,LeBlanc,Kalista,K'Sante,Gnar,Poppy,Ashe,Vi,Bard,Nocturne,0
LOLTMNT02_22767,BNK FEARX,KT Rolster,LCK,14.01,Udyr,Viego,Syndra,Draven,Renata Glasc,K'Sante,Xin Zhao,Taliyah,Kalista,Hwei,Ashe,Azir,Varus,Neeko,Lee Sin,Akali,Orianna,Lucian,Poppy,LeBlanc,1
LOLTMNT02_22940,Ramboot Club,ZETA,LVP SL,14.01,K'Sante,Xin Zhao,Orianna,Jinx,Rell,Gwen,Lee Sin,Neeko,Varus,Ashe,Renata Glasc,Seraphine,Blitzcrank,Nautilus,Rakan,Rumble,Bel'Veth,Nocturne,Ziggs,Ezreal,0
LOLTMNT02_21947,Eintracht Spandau,SK Gaming Prime,PRM,14.01,Rumble,Trundle,Syndra,Kalista,Bard,K'Sante,Xin Zhao,Neeko,Varus,Rakan,Jax,Milio,Udyr,Akali,Nautilus,Azir,Orianna,Nocturne,Renata Glasc,LeBlanc,1
LOLTMNT01_31613,Team du Sud,Karmine Corp Blue,LFL,14.01,K'Sante,Rell,Azir,Varus,Nautilus,Ornn,Viego,Neeko,Lucian,Milio,Ashe,Xin Zhao,Akali,Malphite,Lee Sin,Rumble,Nocturne,Orianna,Vi,Jax,1
LOLTMNT02_22976,Movistar KOI,Guasones,LVP SL,14.01,K'Sante,Xin Zhao,Corki,Ashe,Nautilus,Malphite,Jax,Azir,Varus,Rakan,Lucian,Orianna,Neeko,Rell,Gwen,Rumble,Nocturne,LeBlanc,Milio,Renata Glasc,0
LOLTMNT02_23004,E WIE EINFACH E-SPORTS,NNO Prime,PRM,14.01,K'Sante,Xin Zhao,Akali,Sion,Senna,Jax,Lee Sin,Orianna,Varus,Ashe,Rumble,Kalista,Azir,Milio,Renata Glasc,Malphite,Ornn,Nocturne,Syndra,Ahri,1
LOLTMNT01_32644,GameWard,Vitality.Bee,LFL,14.01,Renekton,Xin Zhao,Neeko,Aphelios,Nautilus,Gwen,Vi,Orianna,Kalista,Rell,Nocturne,Varus,Jax,Renata Glasc,Azir,Rumble,Poppy,Ashe,Lucian,Xayah,1
LOLTMNT02_24001,GIANTX Pride,Rebels Gaming,LVP SL,14.01,Poppy,Rell,Azir,Aphelios,Rakan,K'Sante,Xin Zhao,Orianna,Varus,Nautilus,Corki,Blitzcrank,Ashe,Gwen,Alistar,Rumble,Nocturne,Draven,Kalista,Lucian,1
LOLTMNT02_23024,Unicorns of Love Sexy Edition,Berlin International Gaming,PRM,14.01,K'Sante,Wukong,Azir,Kalista,Soraka,Gwen,Xin Zhao,Orianna,Aphelios,Renata Glasc,Nautilus,Rell,Poppy,Varus,Corki,Rumble,Nocturne,Ashe,Sejuani,Neeko,0
LOLTMNT01_31665,BK ROG Esports,Team GO,LFL,14.01,Rumble,Maokai,Jayce,Kalista,Renata Glasc,Ornn,Nocturne,Orianna,Varus,Heimerdinger,Udyr,LeBlanc,Ashe,Rakan,K'Sante,Azir,Corki,Poppy,Vi,Jarvan IV,0
LOLTMNT02_23050,Case Esports,Los Heretics,LVP SL,14.01,K'Sante,Xin Zhao,Ahri,Aphelios,Rakan,Volibear,Trundle,Orianna,Kalista,Renata Glasc,Rell,Draven,Azir,Vi,Gwen,Nocturne,Neeko,Rumble,Jax,Blitzcrank,1
LOLTMNT02_23051,Eintracht Frankfurt,MOUZ NXT,PRM,14.01,Aatrox,Jax,Corki,Varus,Heimerdinger,K'Sante,Xin Zhao,Xerath,Aphelios,Rell,Gwen,Nocturne,Kalista,Sylas,Renata Glasc,Rumble,Azir,Orianna,Ashe,Karma,0
LOLTMNT01_32688,Solary,Aegis,LFL,14.01,Gnar,Xin Zhao,Akali,Jhin,Ashe,Renekton,Vi,Azir,Varus,Blitzcrank,Nocturne,Milio,Poppy,Nautilus,Gwen,Kalista,Rumble,K'Sante,Ornn,Jax,1
LOLTMNT02_24037,UCAM Esports,Barça eSports,LVP SL,14.01,Gwen,Trundle,LeBlanc,Kalista,Rell,Akali,Xin Zhao,Azir,Varus,Nautilus,Lucian,Ashe,Renata Glasc,Poppy,Kennen,Nocturne,Rumble,Orianna,Vi,Lee Sin,0
LOLTMNT02_23065,Austrian Force willhaben,FC Schalke 04 Esports,PRM,14.01,Aatrox,Xin Zhao,Orianna,Ashe,Blitzcrank,Gnar,Trundle,Aurelion Sol,Caitlyn,Neeko,Nocturne,Rumble,Corki,K'Sante,Udyr,Rell,Varus,Azir,Gwen,Jhin,0
LOLTMNT01_32709,Team BDS Academy,Gentle Mates,LFL,14.01,Jax,Maokai,Corki,Varus,Blitzcrank,Shen,Xin Zhao,Azir,Ashe,Alistar,Lucian,Nautilus,Nocturne,K'Sante,Malphite,Rumble,Kalista,Akali,Jayce,Tristana,0
LOLTMNT03_31582,Leviatan,All Knights,LLA,14.01,Jax,Xin Zhao,LeBlanc,Varus,Karma,K'Sante,Vi,Kai'Sa,Senna,Tahm Kench,Lucian,Poppy,Ashe,Aphelios,Xayah,Rumble,Kalista,Nocturne,Gnar,Gwen,0
LOLTMNT03_32525,All Knights,Leviatan,LLA,14.01,K'Sante,Xin Zhao,Neeko,Aphelios,Milio,Gnar,Jax,Azir,Varus,Rakan,Kalista,Akali,Ashe,Poppy,Karma,LeBlanc,Rumble,Lucian,Renata Glasc,Rell,1
LOLTMNT03_31598,Estral Esports,inf,LLA,14.01,Rumble,Rell,Corki,Kalista,Renata Glasc,Udyr,Viego,Neeko,Varus,Karma,Nocturne,LeBlanc,Orianna,Heimerdinger,Poppy,Ashe,Lucian,Xin Zhao,Vi,Jarvan IV,0
LOLTMNT03_31602,Estral Esports,inf,LLA,14.01,Rumble,Poppy,Akali,Varus,Senna,Udyr,Viego,Galio,Kalista,Rell,Nocturne,LeBlanc,Orianna,Neeko,Azir,Ashe,Lucian,Xin Zhao,Vi,Renata Glasc,0
LOLTMNT02_24097,DN Freecs Challengers,Hanwha Life Esports Challengers,LCKC,14.01,Udyr,Xin Zhao,Azir,Aphelios,Renata Glasc,Kennen,Lee Sin,Akali,Xayah,Rakan,Nocturne,Vi,K'Sante,Varus,Lucian,Ashe,Kalista,Poppy,Ezreal,Draven,0
LOLTMNT02_24096,T1 Esports Academy,Dplus KIA Challengers,LCKC,14.01,Rumble,Lee Sin,Orianna,Tahm Kench,Senna,Aatrox,Nocturne,Akali,Lucian,Milio,Azir,Udyr,Varus,K'Sante,Jax,Kalista,Ashe,Neeko,LeBlanc,Tristana,0
LOLTMNT02_24107,Dplus KIA Challengers,T1 Esports Academy,LCKC,14.01,Rumble,Rell,Syndra,Aphelios,Milio,K'Sante,Nocturne,Orianna,Kalista,Renata Glasc,Senna,Rakan,Ashe,Neeko,Poppy,Azir,Udyr,Varus,Akali,Tristana,0
LOLTMNT02_23117,Hanwha Life Esports Challengers,DN Freecs Challengers,LCKC,14.01,Udyr,Lee Sin,Orianna,Lucian,Milio,Rumble,Maokai,Tristana,Varus,Nautilus,LeBlanc,Nocturne,Kalista,Ezreal,Renata Glasc,Ashe,Azir,K'Sante,Jhin,Caitlyn,1
LOLTMNT02_23139,T1 Esports Academy,Dplus KIA Challengers,LCKC,14.01,K'Sante,Poppy,Orianna,Aphelios,Renata Glasc,Gwen,Lee Sin,Neeko,Xayah,Rakan,Azir,Udyr,Varus,Vi,Viego,Senna,Rumble,Ashe,Nocturne,Xin Zhao,1
LOLTMNT02_23175,Hanwha Life Esports,DRX,LCK,14.01,K'Sante,Rell,Yone,Lucian,Nami,Rumble,Maokai,Tristana,Aphelios,Lulu,Orianna,Ashe,Udyr,Kalista,Rakan,Milio,Vi,Corki,Sejuani,Azir,0
LOLTMNT02_23223,Hanwha Life Esports,DRX,LCK,14.01,Aatrox,Zac,Azir,Kalista,Renata Glasc,Gwen,Maokai,Tristana,Varus,Senna,Orianna,Ashe,Udyr,Rumble,Jax,Milio,Vi,Corki,K'Sante,Sejuani,0
LOLTMNT02_23222,Beyond Gaming,CTBC Flying Oyster,PCS,14.01,K'Sante,Sejuani,Azir,Lucian,Milio,Udyr,Bel'Veth,LeBlanc,Varus,Zyra,Poppy,Rumble,Kalista,Lee Sin,Rell,Ashe,Orianna,Vi,Akali,Nocturne,0
LOLTMNT02_23253,Beyond Gaming,CTBC Flying Oyster,PCS,14.01,Jax,Vi,Azir,Zeri,Lulu,K'Sante,Rell,Sylas,Lucian,Milio,Poppy,Rumble,Kalista,Taliyah,Yone,Ashe,Orianna,Aphelios,Varus,Senna,1
LOLTMNT02_24236,T1,DN Freecs,LCK,14.01,Yone,Rell,Orianna,Lucian,Milio,Aatrox,Sejuani,Hwei,Varus,Lulu,K'Sante,Aphelios,Udyr,Jax,Azir,Ashe,Renata Glasc,Vi,Rumble,Nocturne,0
LOLTMNT02_24254,Beyond Gaming,CTBC Flying Oyster,PCS,14.01,Rumble,Viego,Neeko,Xayah,Rakan,Udyr,Rell,LeBlanc,Ezreal,Bard,Poppy,Azir,Kalista,Varus,Zyra,Ashe,Orianna,Lucian,Tristana,Annie,0
LOLTMNT02_24257,T1,DN Freecs,LCK,14.01,Ornn,Jarvan IV,Corki,Lucian,Nami,Rumble,Vi,LeBlanc,Varus,Milio,K'Sante,Aphelios,Udyr,Neeko,Jax,Ashe,Renata Glasc,Orianna,Poppy,Rell,0
LOLTMNT02_23294,West Point Esports,Deep Cross Gaming,PCS,14.01,Aatrox,Xin Zhao,Ryze,Kalista,Renata Glasc,Akali,Vi,Hwei,Lucian,Milio,Udyr,Neeko,Nocturne,Azir,Taliyah,Ashe,Lee Sin,LeBlanc,Orianna,Rumble,1
LOLTMNT02_23326,Deep Cross Gaming,West Point Esports,PCS,14.01,Mordekaiser,Vi,Azir,Lucian,Milio,Irelia,Viego,Orianna,Caitlyn,Lux,Lee Sin,LeBlanc,Nocturne,Sejuani,Xin Zhao,Ashe,Neeko,Hwei,Jax,Udyr,0
LOLTMNT02_26035,OKSavingsBank BRION,BNK FEARX,LCK,14.01,Gwen,Xin Zhao,Azir,Zeri,Lulu,K'Sante,Brand,Yone,Xayah,Rakan,Rumble,LeBlanc,Udyr,Sejuani,Maokai,Poppy,Milio,Varus,Jax,Lee Sin,1
LOLTMNT02_26046,BNK FEARX,OKSavingsBank BRION,LCK,14.01,Udyr,Wukong,Azir,Varus,Nautilus,Renekton,Lee Sin,Orianna,Ezreal,Bard,Poppy,Sejuani,Milio,K'Sante,Braum,Rumble,Yone,Rakan,Xin Zhao,Viego,0
LOLTMNT02_25093,Nongshim RedForce,Gen.G,LCK,14.01,Udyr,Trundle,Azir,Lucian,Nami,Darius,Sejuani,Taliyah,Aphelios,Milio,Corki,Varus,Maokai,Yone,Tristana,Kalista,Vi,Ashe,Rell,K'Sante,1
LOLTMNT02_25104,Burning Core Toyama,QT DIG∞,LJL,14.01,K'Sante,Lee Sin,Azir,Jhin,Rakan,Aatrox,Xin Zhao,Orianna,Varus,Rell,Neeko,Rumble,Vi,Gnar,Gwen,Nocturne,Udyr,Ashe,Poppy,Sejuani,0
LOLTMNT02_26125,Frank Esports,J Team,PCS,14.01,K'Sante,Rell,Orianna,Aphelios,Nautilus,Gragas,Nocturne,Azir,Lucian,Milio,Ashe,Renata Glasc,Tristana,Neeko,Akali,Kalista,LeBlanc,Poppy,Vi,Jax,0
LOLTMNT02_25120,Gen.G,Nongshim RedForce,LCK,14.01,Olaf,Rell,Taliyah,Lucian,Milio,Udyr,Maokai,Tristana,Aphelios,Lulu,K'Sante,Vi,Kalista,Nautilus,Nilah,Yone,Varus,Ashe,Darius,Poppy,0
LOLTMNT02_26127,QT DIG∞,Burning Core Toyama,LJL,14.01,Aatrox,Lee Sin,Neeko,Varus,Rakan,Sion,Vi,Azir,Jhin,Rell,LeBlanc,Ashe,Udyr,Bard,K'Sante,Rumble,Nocturne,Poppy,Gnar,Gwen,0
